type,release_year,year_added,genre_count,desc_length,duration
0,2020,2021.0,3,134,112.0
0,1998,2021.0,3,152,114.0
0,1998,2021.0,3,149,116.0
0,2019,2021.0,1,147,110.0
1,2021,2021.0,3,147,1.0
0,2021,2021.0,2,151,98.0
0,2020,2021.0,2,148,98.0
1,2019,2021.0,1,141,1.0
1,2020,2021.0,3,134,1.0
0,2019,2021.0,1,150,100.0
0,2021,2021.0,3,129,90.0
0,2021,2021.0,3,151,92.0
1,2021,2021.0,3,152,1.0
1,2021,2021.0,3,141,1.0
1,2020,2021.0,3,130,1.0
1,2021,2021.0,1,151,4.0
0,2020,2021.0,2,138,82.0
0,2012,2021.0,1,146,97.0
1,2021,2021.0,2,147,5.0
0,2019,2021.0,2,143,90.0
0,2018,2021.0,3,136,76.0
0,2019,2021.0,2,151,83.0
0,2010,2021.0,2,145,101.0
0,2021,2021.0,1,153,109.0
1,2021,2021.0,3,151,1.0
1,2021,2021.0,2,153,1.0
1,2021,2021.0,2,149,1.0
1,2021,2021.0,2,130,1.0
0,2021,2021.0,2,148,97.0
